Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Office Supplies,New York City,United States,BN-11515,Bradley Nguyen,0,2017-05-19 0:00,CA-2017-169943,10011,OFF-ST-10004123,Safco Industrial Wire Shelving System,0,5,East,1718,Consumer,2017-05-24 0:00,Standard Class,New York,Storage,USD454.89
Furniture,New York City,United States,BN-11515,Bradley Nguyen,0,2017-05-19 0:00,CA-2017-169943,10011,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,15.0864,4,East,1719,Consumer,2017-05-24 0:00,Standard Class,New York,Furnishings,USD35.92
Furniture,New York City,United States,BN-11515,Bradley Nguyen,0,2017-05-19 0:00,CA-2017-169943,10011,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",12.3256,8,East,1720,Consumer,2017-05-24 0:00,Standard Class,New York,Furnishings,USD39.75
Office Supplies,Rochester,United States,BM-11785,Bryan Mills,0,2015-06-06 0:00,CA-2015-133270,14609,OFF-AR-10002656,Sanford Liquid Accent Highlighters,4.9432,2,East,1746,Consumer,2015-06-09 0:00,First Class,New York,Art,USD13.35
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,0,2015-04-28 0:00,CA-2015-118976,21215,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",9.387,2,East,1774,Corporate,2015-05-03 0:00,Standard Class,Maryland,Binders,USD20.85
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,0,2015-04-28 0:00,CA-2015-118976,21215,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,129.3786,9,East,1775,Corporate,2015-05-03 0:00,Standard Class,Maryland,Storage,USD497.61
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,0,2015-04-28 0:00,CA-2015-118976,21215,OFF-AR-10004752,Blackstonian Pencils,1.4952,2,East,1776,Corporate,2015-05-03 0:00,Standard Class,Maryland,Art,USD5.33
Office Supplies,Baltimore,United States,MY-18295,Muhammed Yedwab,0,2015-04-28 0:00,CA-2015-118976,21215,OFF-LA-10000452,Avery 488,1.512,1,East,1777,Corporate,2015-05-03 0:00,Standard Class,Maryland,Labels,USD3.14
Technology,New York City,United States,BD-11770,Bryan Davis,0,2017-11-11 0:00,CA-2017-124667,10011,TEC-AC-10003447,Micropad Numeric Keypads,14.9925,3,East,1780,Consumer,2017-11-16 0:00,Standard Class,New York,Accessories,USD59.96
Office Supplies,New York City,United States,BD-11770,Bryan Davis,0,2017-11-11 0:00,CA-2017-124667,10011,OFF-ST-10002276,Safco Steel Mobile File Cart,20.84,1,East,1781,Consumer,2017-11-16 0:00,Standard Class,New York,Storage,USD83.35
Office Supplies,Franklin,United States,CB-12535,Claudia Bergmann,0,2016-07-09 0:00,CA-2016-111094,2038,OFF-PA-10001609,Tops Wirebound Message Log Books,3.0268,2,East,1782,Corporate,2016-07-13 0:00,Standard Class,Massachusetts,Paper,USD6.58
Office Supplies,Franklin,United States,CB-12535,Claudia Bergmann,0,2016-07-09 0:00,CA-2016-111094,2038,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",59.0112,3,East,1783,Corporate,2016-07-13 0:00,Standard Class,Massachusetts,Binders,USD122.94
Office Supplies,New York City,United States,RA-19915,Russell Applegate,0,2015-09-30 0:00,CA-2015-102008,10011,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,24.47,1,East,1791,Consumer,2015-10-04 0:00,Standard Class,New York,Paper,USD48.93
Office Supplies,New York City,United States,MR-17545,Mathew Reese,0,2018-08-27 0:00,US-2018-139465,10024,OFF-ST-10002352,Iris Project Case,16.5984,8,East,1796,Home Office,2018-08-30 0:00,First Class,New York,Storage,USD63.84
Technology,New York City,United States,MR-17545,Mathew Reese,0,2018-08-27 0:00,US-2018-139465,10024,TEC-PH-10000455,GE 30522EE2,100.9113,3,East,1797,Home Office,2018-08-30 0:00,First Class,New York,Phones,USD347.97
Office Supplies,Meriden,United States,RM-19375,Raymond Messe,0,2015-06-21 0:00,CA-2015-141278,6450,OFF-AR-10003056,Newell 341,6.206,5,East,1836,Consumer,2015-06-24 0:00,First Class,Connecticut,Art,USD21.39
Office Supplies,Washington,United States,DA-13450,Dianna Arnett,0,2018-01-12 0:00,US-2018-158512,20016,OFF-PA-10001804,Xerox 195,19.2384,6,East,1846,Home Office,2018-01-17 0:00,Second Class,District of Columbia,Paper,USD40.07
Furniture,Washington,United States,DA-13450,Dianna Arnett,0,2018-01-12 0:00,US-2018-158512,20016,FUR-FU-10004973,Flat Face Poster Frame,15.8256,2,East,1847,Home Office,2018-01-17 0:00,Second Class,District of Columbia,Furnishings,USD37.68
Office Supplies,Bristol,United States,JB-15400,Jennifer Braxton,0,2016-09-03 0:00,CA-2016-121608,6010,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",60.5528,2,East,1859,Corporate,2016-09-05 0:00,First Class,Connecticut,Appliances,USD137.62
Technology,Bristol,United States,JB-15400,Jennifer Braxton,0,2016-09-03 0:00,CA-2016-121608,6010,TEC-PH-10004959,Classic Ivory AntiqueÿTelephoneÿZL1810,25.1225,1,East,1860,Corporate,2016-09-05 0:00,First Class,Connecticut,Phones,USD100.48
Technology,New York City,United States,GM-14440,Gary McGarr,0,2018-03-26 0:00,US-2018-121251,10009,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),33.5888,4,East,1862,Consumer,2018-03-27 0:00,First Class,New York,Phones,USD119.95
Office Supplies,New York City,United States,LF-17185,Luke Foster,0,2016-03-05 0:00,CA-2016-109512,10011,OFF-EN-10002621,Staple envelope,14.67,3,East,1881,Consumer,2016-03-05 0:00,Same Day,New York,Envelopes,USD29.34
Office Supplies,New York City,United States,LF-17185,Luke Foster,0,2016-03-05 0:00,CA-2016-109512,10011,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",67.608,4,East,1883,Consumer,2016-03-05 0:00,Same Day,New York,Storage,USD563.39
Furniture,Oceanside,United States,DB-13660,Duane Benoit,0,2018-12-18 0:00,CA-2018-105886,11572,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",8.532,2,East,1910,Consumer,2018-12-23 0:00,Standard Class,New York,Furnishings,USD18.96
Office Supplies,Franklin,United States,HA-14905,Helen Abelman,0,2016-11-08 0:00,CA-2016-105634,2038,OFF-AR-10001573,American Pencil,3.3785,5,East,1918,Consumer,2016-11-14 0:00,Standard Class,Massachusetts,Art,USD11.65
Office Supplies,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,OFF-AR-10000658,Newell 324,6.468,2,East,1947,Corporate,2018-09-06 0:00,Standard Class,New York,Art,USD23.10
Furniture,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,FUR-FU-10001196,DAX Cubicle Frames - 8x10,3.462,2,East,1948,Corporate,2018-09-06 0:00,Standard Class,New York,Furnishings,USD11.53
Office Supplies,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,3.7642,1,East,1950,Corporate,2018-09-06 0:00,Standard Class,New York,Appliances,USD12.98
Technology,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,TEC-PH-10003885,Cisco SPA508G,57.4113,3,East,1952,Corporate,2018-09-06 0:00,Standard Class,New York,Phones,USD197.97
Office Supplies,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,OFF-LA-10001641,Avery 518,9.072,6,East,1953,Corporate,2018-09-06 0:00,Standard Class,New York,Labels,USD18.89
Office Supplies,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2.214,3,East,1955,Corporate,2018-09-06 0:00,Standard Class,New York,Art,USD4.91
,,,,,,,,,,,,,,,,,,,,
Technology,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,40.3128,3,East,1957,Corporate,2018-09-06 0:00,Standard Class,New York,Accessories,USD167.97
Office Supplies,New York City,United States,AC-10615,Ann Chong,0,2018-09-02 0:00,CA-2018-157987,10009,OFF-PA-10003893,Xerox 1962,7.704,4,East,1958,Corporate,2018-09-06 0:00,Standard Class,New York,Paper,USD17.12
Technology,Paterson,United States,DB-13210,Dean Braden,0,2018-12-21 0:00,CA-2018-165841,7501,TEC-PH-10002103,Jabra SPEAK 410,78.9516,3,East,1967,Consumer,2018-12-28 0:00,Standard Class,New Jersey,Phones,USD281.97
Office Supplies,Paterson,United States,DB-13210,Dean Braden,0,2018-12-21 0:00,CA-2018-165841,7501,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",20.155,5,East,1968,Consumer,2018-12-28 0:00,Standard Class,New Jersey,Supplies,USD69.5
Office Supplies,Paterson,United States,DB-13210,Dean Braden,0,2018-12-21 0:00,CA-2018-165841,7501,OFF-PA-10001144,Xerox 1913,79.8912,3,East,1969,Consumer,2018-12-28 0:00,Standard Class,New Jersey,Paper,USD166.44
Office Supplies,Providence,United States,RH-19510,Rick Huthwaite,0,2017-09-19 0:00,CA-2017-168354,2908,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",481.869,9,East,2021,Home Office,2017-09-21 0:00,First Class,Rhode Island,Storage,USD1606.23
Office Supplies,Providence,United States,RH-19510,Rick Huthwaite,0,2017-09-19 0:00,CA-2017-168354,2908,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",7.668,3,East,2022,Home Office,2017-09-21 0:00,First Class,Rhode Island,Paper,USD17.03
Office Supplies,Providence,United States,RH-19510,Rick Huthwaite,0,2017-09-19 0:00,CA-2017-168354,2908,OFF-BI-10004826,JM Magazine Binder,23.7744,3,East,2023,Home Office,2017-09-21 0:00,First Class,Rhode Island,Binders,USD49.53
Furniture,Providence,United States,RH-19510,Rick Huthwaite,0,2017-09-19 0:00,CA-2017-168354,2908,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",244.2496,4,East,2024,Home Office,2017-09-21 0:00,First Class,Rhode Island,Chairs,USD872.32
Office Supplies,Leominster,United States,GP-14740,Guy Phonely,0,2016-11-26 0:00,CA-2016-117961,1453,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",6.9231,3,East,2029,Corporate,2016-11-30 0:00,Standard Class,Massachusetts,Binders,USD14.73
Office Supplies,Leominster,United States,GP-14740,Guy Phonely,0,2016-11-26 0:00,CA-2016-117961,1453,OFF-ST-10001172,"Tennsco Lockers, Sand",25.176,5,East,2030,Corporate,2016-11-30 0:00,Standard Class,Massachusetts,Storage,USD104.90
Office Supplies,Leominster,United States,GP-14740,Guy Phonely,0,2016-11-26 0:00,CA-2016-117961,1453,OFF-BI-10003707,Aluminum Screw Posts,30.52,4,East,2031,Corporate,2016-11-30 0:00,Standard Class,Massachusetts,Binders,USD61.03
Office Supplies,Leominster,United States,GP-14740,Guy Phonely,0,2016-11-26 0:00,CA-2016-117961,1453,OFF-PA-10001274,Loose Memo Sheets,5.1465,3,East,2032,Corporate,2016-11-30 0:00,Standard Class,Massachusetts,Paper,USD10.94
Office Supplies,Perth Amboy,United States,MC-17590,Matt Collister,0,2017-07-17 0:00,CA-2017-131835,8861,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,45.5392,2,East,2046,Corporate,2017-07-21 0:00,Standard Class,New Jersey,Appliances,USD162.63
,,,,,,,,,,,,,,,,,,,,
Office Supplies,Perth Amboy,United States,MC-17590,Matt Collister,0,2017-07-17 0:00,CA-2017-131835,8861,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",26.6304,1,East,2048,Corporate,2017-07-21 0:00,Standard Class,New Jersey,Paper,USD55.47
Office Supplies,Baltimore,United States,BF-11080,Bart Folk,0,2018-09-12 0:00,CA-2018-140676,21215,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",19.95,5,East,2077,Consumer,2018-09-15 0:00,First Class,Maryland,Paper,USD39.89
Office Supplies,Baltimore,United States,BF-11080,Bart Folk,0,2018-09-12 0:00,CA-2018-140676,21215,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,26.3494,7,East,2078,Consumer,2018-09-15 0:00,First Class,Maryland,Appliances,USD90.85
Office Supplies,Baltimore,United States,BF-11080,Bart Folk,0,2018-09-12 0:00,CA-2018-140676,21215,OFF-PA-10004243,Xerox 1939,45.528,5,East,2079,Consumer,2018-09-15 0:00,First Class,Maryland,Paper,USD94.84
Office Supplies,New York City,United States,IM-15070,Irene Maddox,0,2017-06-23 0:00,CA-2017-140501,10009,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",56.1752,4,East,2085,Consumer,2017-06-28 0:00,Standard Class,New York,Labels,USD122.12
Office Supplies,New York City,United States,IM-15070,Irene Maddox,0,2017-06-23 0:00,CA-2017-140501,10009,OFF-LA-10000248,Avery 52,8.6715,5,East,2086,Consumer,2017-06-28 0:00,Standard Class,New York,Labels,USD18.44
Office Supplies,New York City,United States,IM-15070,Irene Maddox,0,2017-06-23 0:00,CA-2017-140501,10009,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,38.988,5,East,2087,Consumer,2017-06-28 0:00,Standard Class,New York,Storage,USD324.89
Office Supplies,New York City,United States,IM-15070,Irene Maddox,0,2017-06-23 0:00,CA-2017-140501,10009,OFF-PA-10003129,Tops White Computer Printout Paper,68.9631,3,East,2088,Consumer,2017-06-28 0:00,Standard Class,New York,Paper,USD146.72
Office Supplies,New York City,United States,IM-15070,Irene Maddox,0,2017-06-23 0:00,CA-2017-140501,10009,OFF-FA-10004076,Translucent Push Pins by OIC,1.4652,2,East,2089,Consumer,2017-06-28 0:00,Standard Class,New York,Fasteners,USD3.96
Office Supplies,Wilmington,United States,MM-17260,Magdelene Morse,0,2018-07-15 0:00,CA-2018-166142,19805,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,13.0095,3,East,2091,Consumer,2018-07-19 0:00,Standard Class,Delaware,Binders,USD26.55
Office Supplies,New York City,United States,BM-11650,Brian Moss,0,2018-03-24 0:00,CA-2018-167101,10009,OFF-PA-10000357,Xerox 1888,106.5216,4,East,2104,Corporate,2018-03-28 0:00,Second Class,New York,Paper,USD221.91
,,,,,,,,,,,,,,,,,,,,
Office Supplies,Dover,United States,RF-19345,Randy Ferguson,0,2015-05-20 0:00,US-2015-114188,3820,OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,9.3184,4,East,2130,Corporate,2015-05-22 0:00,Second Class,New Hampshire,Appliances,USD33.28
Office Supplies,Dover,United States,RF-19345,Randy Ferguson,0,2015-05-20 0:00,US-2015-114188,3820,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",11.9412,9,East,2131,Corporate,2015-05-22 0:00,Second Class,New Hampshire,Art,USD38.52
Furniture,Dover,United States,RF-19345,Randy Ferguson,0,2015-05-20 0:00,US-2015-114188,3820,FUR-FU-10000076,24-Hour Round Wall Clock,60.1398,7,East,2132,Corporate,2015-05-22 0:00,Second Class,New Hampshire,Furnishings,USD139.86
Office Supplies,New York City,United States,DL-12865,Dan Lawera,0,2016-11-20 0:00,CA-2016-156524,10011,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",9.039,3,East,2133,Consumer,2016-11-26 0:00,Standard Class,New York,Paper,USD19.64
Office Supplies,New York City,United States,CB-12415,Christy Brittain,0,2018-11-16 0:00,US-2018-157896,10009,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,73.41,3,East,2139,Consumer,2018-11-16 0:00,Same Day,New York,Paper,USD146.81
Office Supplies,Long Beach,United States,GT-14635,Grant Thornton,0,2015-06-06 0:00,CA-2015-159520,11561,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,4.4564,2,East,2141,Corporate,2015-06-11 0:00,Standard Class,New York,Supplies,USD17.14
Technology,New York City,United States,DO-13435,Denny Ordway,0,2018-03-31 0:00,CA-2018-102771,10035,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,22.087,5,East,2150,Consumer,2018-04-05 0:00,Standard Class,New York,Phones,USD84.95
Office Supplies,Quincy,United States,AR-10540,Andy Reiter,0,2016-11-22 0:00,CA-2016-123505,2169,OFF-PA-10002586,Xerox 1970,7.0218,3,East,2153,Consumer,2016-11-26 0:00,Standard Class,Massachusetts,Paper,USD14.94
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,0,2017-05-07 0:00,CA-2017-128818,10009,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,22.2,3,East,2181,Consumer,2017-05-11 0:00,Standard Class,New York,Labels,USD44.39
Technology,New York City,United States,CJ-12010,Caroline Jumper,0,2017-05-07 0:00,CA-2017-128818,10009,TEC-MA-10000488,Bady BDG101FRU Card Printer,1159.9855,5,East,2183,Consumer,2017-05-11 0:00,Standard Class,New York,Machines,USD3999.94
Technology,New York City,United States,CJ-12010,Caroline Jumper,0,2017-05-07 0:00,CA-2017-128818,10009,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,21.9945,5,East,2184,Consumer,2017-05-11 0:00,Standard Class,New York,Accessories,USD199.94
Furniture,New York City,United States,CJ-12010,Caroline Jumper,0,2017-05-07 0:00,CA-2017-128818,10009,FUR-FU-10001940,Staple-based wall hangings,28.0192,8,East,2185,Consumer,2017-05-11 0:00,Standard Class,New York,Furnishings,USD63.68
Office Supplies,New York City,United States,RB-19705,Roger Barcio,0,2016-08-22 0:00,CA-2016-129854,10009,OFF-AR-10000390,Newell Chalk Holder,7.5992,4,East,2209,Home Office,2016-08-26 0:00,Standard Class,New York,Art,USD16.52
Technology,Fairfield,United States,ML-17410,Maris LaWare,0,2015-11-14 0:00,CA-2015-125556,6824,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,233.2204,7,East,2210,Consumer,2015-11-16 0:00,Second Class,Connecticut,Phones,USD832.92
Office Supplies,Fairfield,United States,ML-17410,Maris LaWare,0,2015-11-14 0:00,CA-2015-125556,6824,OFF-BI-10003460,Acco 3-Hole Punch,21.024,10,East,2211,Consumer,2015-11-16 0:00,Second Class,Connecticut,Binders,USD43.79
Furniture,New York City,United States,SW-20275,Scott Williamson,0,2018-11-21 0:00,CA-2018-107874,10035,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,11.2422,1,East,2213,Consumer,2018-11-25 0:00,Standard Class,New York,Furnishings,USD27.42
Technology,Burlington,United States,QJ-19255,Quincy Jones,0,2018-12-05 0:00,CA-2018-104066,,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,67.6599,7,East,2235,Corporate,2018-12-10 0:00,Standard Class,Vermont,Accessories,USD205.03
Technology,Bangor,United States,LA-16780,Laura Armstrong,0,2017-09-17 0:00,CA-2017-164091,4401,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,131.355,3,East,2256,Corporate,2017-09-22 0:00,Standard Class,Maine,Phones,USD437.85
Furniture,Bangor,United States,LA-16780,Laura Armstrong,0,2017-09-17 0:00,CA-2017-164091,4401,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",33.9388,2,East,2257,Corporate,2017-09-22 0:00,Standard Class,Maine,Furnishings,USD109.48
Technology,New York City,United States,MW-18220,Mitch Webber,0,2016-12-18 0:00,US-2016-137960,10035,TEC-AC-10002253,Imation Bio 8GB USBÿFlash Drive ImationÿCorp,24.936,1,East,2262,Consumer,2016-12-18 0:00,Same Day,New York,Accessories,USD166.24
Office Supplies,Rochester,United States,DK-13225,Dean Katz,0,2018-12-20 0:00,CA-2018-105480,14609,OFF-PA-10002787,Xerox 227,3.1104,1,East,2269,Corporate,2018-12-26 0:00,Standard Class,New York,Paper,USD6.48
Office Supplies,Middletown,United States,FM-14215,Filia McAdams,0,2017-09-03 0:00,CA-2017-132143,6457,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11""",22.1536,7,East,2283,Corporate,2017-09-05 0:00,First Class,Connecticut,Paper,USD48.15
Technology,New York City,United States,QJ-19255,Quincy Jones,0,2016-11-01 0:00,CA-2016-130995,10009,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1.3365,1,East,2294,Corporate,2016-11-06 0:00,Standard Class,New York,Phones,USD4.95
Furniture,Middletown,United States,FM-14215,Filia McAdams,0,2018-12-23 0:00,CA-2018-127929,6457,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",38.2095,3,East,2295,Corporate,2018-12-27 0:00,Standard Class,Connecticut,Furnishings,USD181.94
Office Supplies,New York City,United States,VD-21670,Valerie Dominguez,0,2016-11-01 0:00,CA-2016-113145,10011,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,6.2192,4,East,2296,Consumer,2016-11-05 0:00,Standard Class,New York,Paper,USD13.52
Furniture,New York City,United States,VD-21670,Valerie Dominguez,0,2016-11-01 0:00,CA-2016-113145,10011,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",106.477,5,East,2297,Consumer,2016-11-05 0:00,Standard Class,New York,Furnishings,USD259.69
Technology,New York City,United States,VD-21670,Valerie Dominguez,0,2016-11-01 0:00,CA-2016-113145,10011,TEC-PH-10001527,Plantronics MX500i Earset,1.2885,1,East,2298,Consumer,2016-11-05 0:00,Standard Class,New York,Phones,USD42.95
Technology,New York City,United States,VD-21670,Valerie Dominguez,0,2016-11-01 0:00,CA-2016-113145,10011,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,601.9699,7,East,2299,Consumer,2016-11-05 0:00,Standard Class,New York,Accessories,USD1399.93
Technology,New York City,United States,VD-21670,Valerie Dominguez,0,2016-11-01 0:00,CA-2016-113145,10011,TEC-PH-10002597,Xblue XB-1670-86 X16 SmallÿOffice Telephoneÿ- Titanium,125.99,4,East,2300,Consumer,2016-11-05 0:00,Standard Class,New York,Phones,USD503.95
Technology,New York City,United States,SV-20935,Susan Vittorini,0,2018-11-05 0:00,CA-2018-116225,10009,TEC-AC-10001432,Enermax Aurora Lite Keyboard,171.93,5,East,2308,Consumer,2018-11-09 0:00,Standard Class,New York,Accessories,USD390.75
Office Supplies,New York City,United States,BM-11575,Brendan Murry,0,2016-09-15 0:00,CA-2016-105102,10035,OFF-PA-10002365,Xerox 1967,6.2208,2,East,2328,Corporate,2016-09-19 0:00,Second Class,New York,Paper,USD12.96
Office Supplies,Fairfield,United States,CC-12220,Chris Cortes,0,2018-12-10 0:00,CA-2018-152695,6824,OFF-EN-10004030,Convenience Packs of Business Envelopes,5.1042,3,East,2336,Consumer,2018-12-10 0:00,Same Day,Connecticut,Envelopes,USD10.85
Office Supplies,Fairfield,United States,CC-12220,Chris Cortes,0,2018-12-10 0:00,CA-2018-152695,6824,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,123.7691,7,East,2337,Consumer,2018-12-10 0:00,Same Day,Connecticut,Appliances,USD426.79
Office Supplies,New York City,United States,RH-19495,Rick Hansen,0,2015-08-23 0:00,CA-2015-110639,10009,OFF-PA-10003936,Xerox 1994,12.4416,4,East,2338,Consumer,2015-08-23 0:00,Same Day,New York,Paper,USD25.92
Office Supplies,New York City,United States,RH-19495,Rick Hansen,0,2015-08-23 0:00,CA-2015-110639,10009,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,22.5008,4,East,2339,Consumer,2015-08-23 0:00,Same Day,New York,Paper,USD45.92
Furniture,Franklin,United States,GM-14455,Gary Mitchum,0,2015-12-31 0:00,US-2015-143231,2038,FUR-FU-10002501,Nu-Dell Executive Frame,23.384,5,East,2342,Home Office,2016-01-03 0:00,First Class,Massachusetts,Furnishings,USD63.20
Technology,Franklin,United States,GM-14455,Gary Mitchum,0,2015-12-31 0:00,US-2015-143231,2038,TEC-AC-10000358,ImationÿSecureÿDriveÿ+ Hardware Encrypted USBÿflash driveÿ- 16 GB,27.3528,3,East,2343,Home Office,2016-01-03 0:00,First Class,Massachusetts,Accessories,USD113.97
Office Supplies,New York City,United States,CP-12340,Christine Phan,0,2015-03-17 0:00,US-2015-148838,10024,OFF-PA-10002960,Xerox 1926,16.3842,7,East,2361,Corporate,2015-03-21 0:00,Standard Class,New York,Paper,USD34.85
Office Supplies,New York City,United States,CP-12340,Christine Phan,0,2015-03-17 0:00,US-2015-148838,10024,OFF-PA-10000919,Xerox 1918,75.9696,4,East,2362,Corporate,2015-03-21 0:00,Standard Class,New York,Paper,USD155.03
Office Supplies,Clinton,United States,MN-17935,Michael Nguyen,0,2018-02-10 0:00,CA-2018-123659,20735,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),11.3288,4,East,2368,Consumer,2018-02-13 0:00,First Class,Maryland,Paper,USD23.12
,,,,,,,,,,,,,,,,,,,,
Office Supplies,New York City,United States,SG-20605,Speros Goranitis,0,2016-12-06 0:00,US-2016-127040,10009,OFF-PA-10004255,Xerox 219,3.1104,1,East,2390,Consumer,2016-12-10 0:00,Standard Class,New York,Paper,USD6.48
Office Supplies,New York City,United States,SG-20605,Speros Goranitis,0,2016-12-06 0:00,US-2016-127040,10009,OFF-PA-10001184,Xerox 1903,20.5114,7,East,2391,Consumer,2016-12-10 0:00,Standard Class,New York,Paper,USD41.85
Technology,New York City,United States,SG-20605,Speros Goranitis,0,2016-12-06 0:00,US-2016-127040,10009,TEC-AC-10002637,LogitechÿVX Revolution Cordless Laser Mouse for Notebooks (Black),97.1946,9,East,2392,Consumer,2016-12-10 0:00,Standard Class,New York,Accessories,USD1619.91
Furniture,New York City,United States,SG-20605,Speros Goranitis,0,2016-12-06 0:00,US-2016-127040,10009,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",42.1504,4,East,2393,Consumer,2016-12-10 0:00,Standard Class,New York,Furnishings,USD113.92
Office Supplies,Malden,United States,CS-12355,Christine Sundaresam,0,2017-03-17 0:00,CA-2017-128111,2148,OFF-AR-10000588,Newell 345,10.3168,2,East,2394,Consumer,2017-03-23 0:00,Standard Class,Massachusetts,Art,USD39.68
Technology,New York City,United States,PJ-18835,Patrick Jones,0,2016-11-14 0:00,CA-2016-137897,10035,TEC-AC-10002217,ImationÿClip USBÿflash driveÿ- 8 GB,2.256,2,East,2395,Corporate,2016-11-19 0:00,Standard Class,New York,Accessories,USD37.60
Technology,New York City,United States,PJ-18835,Patrick Jones,0,2016-11-14 0:00,CA-2016-137897,10035,TEC-AC-10001267,Imationÿ32GB Pocket Pro USB 3.0ÿFlash Driveÿ- 32 GB - Black - 1 P ...,23.96,2,East,2396,Corporate,2016-11-19 0:00,Standard Class,New York,Accessories,USD59.89
,,,,,,,,,,,,,,,,,,,,
